purchase_order_id,purchase_order_line,company_id,plant_id,supplier_id,material_id,order_date,expected_delivery_date,actual_delivery_date,quantity,unit_price,currency,transport_cost,status
PO-01058,1,COMP-001,PLT-SEV-01,SUP-012,MAT-001,2025-10-28,2025-11-17,2025-11-16,1222.95,7.62,EUR,137.73,RECEIVED
PO-01058,2,COMP-001,PLT-SEV-01,SUP-009,MAT-020,2025-12-28,2025-12-31,2025-12-31,121.1,0.51,EUR,86.02,RECEIVED
PO-01058,3,COMP-001,PLT-SEV-01,SUP-008,MAT-024,2026-06-26,2026-07-01,2026-07-02,630.78,4.84,EUR,213.38,RECEIVED
PO-01059,1,COMP-001,PLT-SEV-01,SUP-003,MAT-006,2026-03-06,2026-03-17,2026-03-16,336.76,9.7,EUR,63.56,RECEIVED
PO-01059,2,COMP-001,PLT-SEV-01,SUP-003,MAT-013,2026-08-15,2026-08-26,,249.49,2.33,EUR,83.13,OPEN
PO-01059,3,COMP-001,PLT-SEV-01,SUP-006,MAT-032,2026-05-31,2026-06-08,2026-06-08,354.78,23.82,EUR,147.78,RECEIVED
PO-01060,1,COMP-001,PLT-SEV-01,SUP-006,MAT-030,2026-04-10,2026-04-18,2026-04-18,319.66,23.7,EUR,196.62,RECEIVED
PO-01060,2,COMP-001,PLT-SEV-01,SUP-006,MAT-023,2025-05-01,2025-05-09,2025-05-08,169.94,12.18,EUR,139.13,RECEIVED
PO-01060,3,COMP-001,PLT-SEV-01,SUP-012,MAT-009,2026-03-27,2026-04-16,2026-04-16,999.57,5.19,EUR,118.89,RECEIVED
PO-01061,1,COMP-001,PLT-SEV-01,SUP-006,MAT-035,2026-02-20,2026-02-28,2026-02-27,305.71,5.9,EUR,152.82,RECEIVED
PO-01061,2,COMP-001,PLT-SEV-01,SUP-004,MAT-015,2025-12-31,2026-01-06,2026-01-06,195.74,23.69,EUR,154.33,RECEIVED
PO-01061,3,COMP-001,PLT-SEV-01,SUP-006,MAT-016,2025-12-08,2025-12-16,2025-12-16,97.69,19.23,EUR,192.26,RECEIVED
PO-01062,1,COMP-001,PLT-SEV-01,SUP-006,MAT-027,2025-05-08,2025-05-16,2025-05-15,223.13,3.54,EUR,133.75,RECEIVED
PO-01062,2,COMP-001,PLT-SEV-01,SUP-004,MAT-016,2025-10-26,2025-11-01,2025-11-02,153.27,19.95,EUR,221.38,RECEIVED
PO-01062,3,COMP-001,PLT-SEV-01,SUP-006,MAT-019,2026-01-21,2026-01-29,2026-01-30,202.89,29.77,EUR,181.23,RECEIVED
PO-01063,1,COMP-001,PLT-SEV-01,SUP-002,MAT-010,2025-12-07,2025-12-14,2025-12-13,309.25,2.36,EUR,164.25,RECEIVED
PO-01063,2,COMP-001,PLT-SEV-01,SUP-007,MAT-028,2026-02-16,2026-02-20,2026-02-22,110.63,3.53,EUR,205.02,RECEIVED
PO-01063,3,COMP-001,PLT-SEV-01,SUP-005,MAT-010,2026-06-28,2026-07-14,2026-07-14,300.35,2.34,EUR,103.15,RECEIVED
PO-01064,1,COMP-001,PLT-SEV-01,SUP-002,MAT-004,2025-07-16,2025-07-23,2025-07-23,442.27,3.93,EUR,82.7,RECEIVED
PO-01064,2,COMP-001,PLT-SEV-01,SUP-006,MAT-024,2025-09-12,2025-09-20,2025-09-19,338.55,4.53,EUR,181.47,RECEIVED
PO-01064,3,COMP-001,PLT-SEV-01,SUP-003,MAT-013,2026-02-04,2026-02-15,2026-02-15,325.05,2.51,EUR,43.22,RECEIVED
PO-01065,1,COMP-001,PLT-SEV-01,SUP-003,MAT-008,2025-09-26,2025-10-07,2025-10-07,429.47,3.18,EUR,155.94,RECEIVED
PO-01065,2,COMP-001,PLT-SEV-01,SUP-011,MAT-035,2026-03-04,2026-03-07,2026-03-08,142.01,6.14,EUR,137.86,RECEIVED
PO-01065,3,COMP-001,PLT-SEV-01,SUP-006,MAT-021,2026-04-28,2026-05-06,2026-05-05,498.28,11.04,EUR,86.47,RECEIVED
PO-01066,1,COMP-001,PLT-SEV-01,SUP-007,MAT-027,2026-02-01,2026-02-05,2026-02-05,205.48,3.27,EUR,215.01,RECEIVED
PO-01066,2,COMP-001,PLT-SEV-01,SUP-008,MAT-022,2026-07-14,2026-07-19,2026-07-21,393.21,10.48,EUR,143.03,RECEIVED
PO-01066,3,COMP-001,PLT-SEV-01,SUP-003,MAT-011,2026-07-14,2026-07-25,2026-07-25,638.13,4.52,EUR,153.85,RECEIVED
PO-01067,1,COMP-001,PLT-SEV-01,SUP-003,MAT-003,2025-04-19,2025-04-30,2025-04-29,728.08,4.87,EUR,216.93,RECEIVED
PO-01067,2,COMP-001,PLT-SEV-01,SUP-003,MAT-001,2026-03-18,2026-03-29,2026-03-28,220.92,8.1,EUR,180.02,RECEIVED
PO-01067,3,COMP-001,PLT-SEV-01,SUP-006,MAT-032,2026-04-26,2026-05-04,2026-05-03,176.32,22.88,EUR,191.66,RECEIVED
PO-01068,1,COMP-001,PLT-SEV-01,SUP-011,MAT-033,2025-08-31,2025-09-03,2025-09-02,336.23,20.02,EUR,150.12,RECEIVED
PO-01068,2,COMP-001,PLT-SEV-01,SUP-009,MAT-017,2026-04-11,2026-04-14,2026-04-13,228.46,8.5,EUR,125.27,RECEIVED
PO-01068,3,COMP-001,PLT-SEV-01,SUP-004,MAT-015,2025-05-22,2025-05-28,2025-05-30,187.08,24.35,EUR,176.48,RECEIVED
PO-01069,1,COMP-001,PLT-SEV-01,SUP-008,MAT-025,2025-03-10,2025-03-15,2025-03-17,148.98,13.83,EUR,144.97,RECEIVED
PO-01069,2,COMP-001,PLT-SEV-01,SUP-005,MAT-007,2026-06-30,2026-07-16,2026-07-16,441.91,11.17,EUR,55.61,RECEIVED
PO-01069,3,COMP-001,PLT-SEV-01,SUP-003,MAT-003,2026-01-17,2026-01-28,2026-01-27,721.51,5.11,EUR,163.28,RECEIVED
PO-01070,1,COMP-001,PLT-SEV-01,SUP-006,MAT-026,2025-11-02,2025-11-10,2025-11-11,93.94,12.47,EUR,121.72,RECEIVED
PO-01070,2,COMP-001,PLT-SEV-01,SUP-002,MAT-009,2026-02-18,2026-02-25,2026-02-24,220.13,4.98,EUR,55.96,RECEIVED
PO-01070,3,COMP-001,PLT-SEV-01,SUP-007,MAT-026,2025-12-05,2025-12-09,2025-12-09,108.56,11.88,EUR,114.72,RECEIVED
PO-01071,1,COMP-001,PLT-SEV-01,SUP-006,MAT-025,2025-12-28,2026-01-05,2026-01-05,395.32,13.64,EUR,57.23,RECEIVED
PO-01071,2,COMP-001,PLT-SEV-01,SUP-005,MAT-010,2025-06-18,2025-07-04,2025-07-03,286.0,2.17,EUR,104.74,RECEIVED
PO-01071,3,COMP-001,PLT-SEV-01,SUP-002,MAT-009,2026-06-03,2026-06-10,2026-06-11,169.98,5.31,EUR,45.51,RECEIVED
PO-01072,1,COMP-001,PLT-SEV-01,SUP-008,MAT-021,2026-04-28,2026-05-03,2026-05-03,141.97,12.47,EUR,192.22,RECEIVED
PO-01072,2,COMP-001,PLT-SEV-01,SUP-004,MAT-016,2025-08-21,2025-08-27,2025-08-27,187.24,20.05,EUR,96.37,RECEIVED
PO-01072,3,COMP-001,PLT-SEV-01,SUP-009,MAT-018,2025-05-18,2025-05-21,2025-05-21,234.95,19.62,EUR,91.78,RECEIVED
PO-01073,1,COMP-001,PLT-SEV-01,SUP-010,MAT-013,2026-01-06,2026-01-15,2026-01-14,392.79,2.5,EUR,109.77,RECEIVED
PO-01073,2,COMP-001,PLT-SEV-01,SUP-008,MAT-022,2025-07-18,2025-07-23,2025-07-23,290.34,10.19,EUR,238.93,RECEIVED
PO-01073,3,COMP-001,PLT-SEV-01,SUP-007,MAT-026,2026-07-16,2026-07-20,2026-07-21,139.97,12.19,EUR,108.44,RECEIVED
PO-01074,1,COMP-001,PLT-SEV-01,SUP-006,MAT-024,2025-09-21,2025-09-29,2025-09-30,433.7,4.83,EUR,77.78,RECEIVED
PO-01074,2,COMP-001,PLT-SEV-01,SUP-007,MAT-030,2025-12-24,2025-12-28,2025-12-30,262.69,20.28,EUR,218.04,RECEIVED
PO-01074,3,COMP-001,PLT-SEV-01,SUP-012,MAT-009,2025-08-05,2025-08-25,2025-08-27,893.62,4.56,EUR,134.3,RECEIVED
PO-01075,1,COMP-001,PLT-SEV-01,SUP-011,MAT-035,2026-03-04,2026-03-07,2026-03-09,170.24,6.15,EUR,152.75,RECEIVED
PO-01075,2,COMP-001,PLT-SEV-01,SUP-006,MAT-016,2025-04-15,2025-04-23,2025-04-24,83.31,19.3,EUR,182.27,RECEIVED
PO-01075,3,COMP-001,PLT-SEV-01,SUP-006,MAT-028,2025-11-20,2025-11-28,2025-11-28,70.84,3.93,EUR,148.95,RECEIVED
PO-01076,1,COMP-001,PLT-SEV-01,SUP-007,MAT-029,2026-07-26,2026-07-30,2026-07-30,151.94,28.87,EUR,45.16,RECEIVED
PO-01076,2,COMP-001,PLT-SEV-01,SUP-005,MAT-006,2025-07-24,2025-08-09,2025-08-09,682.53,8.06,EUR,135.62,RECEIVED
PO-01076,3,COMP-001,PLT-SEV-01,SUP-011,MAT-031,2026-06-07,2026-06-10,2026-06-10,105.05,26.0,EUR,49.38,RECEIVED
PO-01077,1,COMP-001,PLT-SEV-01,SUP-006,MAT-022,2025-08-16,2025-08-24,2025-08-26,248.34,9.77,EUR,76.64,RECEIVED
PO-01077,2,COMP-001,PLT-SEV-01,SUP-007,MAT-030,2025-09-05,2025-09-09,2025-09-09,334.55,21.36,EUR,130.75,RECEIVED
PO-01077,3,COMP-001,PLT-SEV-01,SUP-010,MAT-013,2026-04-03,2026-04-12,2026-04-11,586.88,2.45,EUR,83.21,RECEIVED
PO-01078,1,COMP-001,PLT-SEV-01,SUP-012,MAT-005,2025-09-08,2025-09-28,2025-09-28,1339.6,9.15,EUR,136.09,RECEIVED
PO-01078,2,COMP-001,PLT-SEV-01,SUP-006,MAT-034,2026-04-06,2026-04-14,2026-04-15,294.39,31.72,EUR,113.92,RECEIVED
PO-01078,3,COMP-001,PLT-SEV-01,SUP-009,MAT-020,2026-01-15,2026-01-18,2026-01-17,123.77,0.49,EUR,64.56,RECEIVED
PO-01079,1,COMP-001,PLT-SEV-01,SUP-008,MAT-025,2026-03-28,2026-04-02,2026-04-02,235.43,13.85,EUR,173.46,RECEIVED
PO-01079,2,COMP-001,PLT-SEV-01,SUP-010,MAT-012,2025-07-22,2025-07-31,2025-07-31,218.34,6.58,EUR,134.71,RECEIVED
PO-01079,3,COMP-001,PLT-SEV-01,SUP-012,MAT-001,2026-03-29,2026-04-18,2026-04-19,809.23,7.51,EUR,143.94,RECEIVED
PO-01080,1,COMP-001,PLT-SEV-01,SUP-007,MAT-029,2025-04-01,2025-04-05,2025-04-05,125.07,28.73,EUR,97.72,RECEIVED
PO-01080,2,COMP-001,PLT-SEV-01,SUP-006,MAT-030,2025-06-24,2025-07-02,2025-07-03,284.95,22.25,EUR,202.77,RECEIVED
PO-01080,3,COMP-001,PLT-SEV-01,SUP-002,MAT-003,2026-05-10,2026-05-17,2026-05-16,568.54,5.21,EUR,177.27,RECEIVED
PO-01081,1,COMP-001,PLT-SEV-01,SUP-002,MAT-003,2025-05-29,2025-06-05,2025-06-05,455.13,5.27,EUR,64.65,RECEIVED
PO-01081,2,COMP-001,PLT-SEV-01,SUP-008,MAT-023,2025-07-21,2025-07-26,2025-07-26,83.28,13.13,EUR,209.14,RECEIVED
PO-01081,3,COMP-001,PLT-SEV-01,SUP-006,MAT-035,2025-12-25,2026-01-02,2026-01-02,239.73,6.11,EUR,240.0,RECEIVED
PO-01082,1,COMP-001,PLT-SEV-01,SUP-005,MAT-007,2026-04-26,2026-05-12,2026-05-11,735.11,12.16,EUR,222.08,RECEIVED
PO-01082,2,COMP-001,PLT-SEV-01,SUP-004,MAT-016,2025-11-09,2025-11-15,2025-11-17,190.37,20.28,EUR,69.86,RECEIVED
PO-01082,3,COMP-001,PLT-SEV-01,SUP-008,MAT-025,2025-06-04,2025-06-09,2025-06-09,152.08,14.27,EUR,98.43,RECEIVED
PO-01083,1,COMP-001,PLT-SEV-01,SUP-011,MAT-032,2025-06-04,2025-06-07,2025-06-09,291.39,26.73,EUR,173.32,RECEIVED
PO-01083,2,COMP-001,PLT-SEV-01,SUP-011,MAT-035,2026-05-14,2026-05-17,2026-05-17,131.14,5.94,EUR,107.8,RECEIVED
PO-01083,3,COMP-001,PLT-SEV-01,SUP-012,MAT-009,2025-04-19,2025-05-09,2025-05-08,1330.64,4.32,EUR,136.51,RECEIVED
PO-01084,1,COMP-001,PLT-SEV-01,SUP-007,MAT-029,2026-05-13,2026-05-17,2026-05-17,105.08,30.58,EUR,230.98,RECEIVED
PO-01084,2,COMP-001,PLT-SEV-01,SUP-006,MAT-018,2025-11-12,2025-11-20,2025-11-19,122.37,22.08,EUR,229.8,RECEIVED
PO-01084,3,COMP-001,PLT-SEV-01,SUP-009,MAT-020,2025-06-02,2025-06-05,2025-06-07,104.34,0.48,EUR,84.82,RECEIVED
PO-01085,1,COMP-001,PLT-SEV-01,SUP-006,MAT-034,2026-02-15,2026-02-23,2026-02-22,176.86,34.29,EUR,128.69,RECEIVED
PO-01085,2,COMP-001,PLT-SEV-01,SUP-006,MAT-025,2025-06-13,2025-06-21,2025-06-20,385.38,13.16,EUR,225.01,RECEIVED
PO-01085,3,COMP-001,PLT-SEV-01,SUP-002,MAT-009,2025-03-09,2025-03-16,2025-03-17,150.95,4.19,EUR,191.71,RECEIVED
PO-01086,1,COMP-001,PLT-SEV-01,SUP-007,MAT-027,2025-05-28,2025-06-01,2025-05-31,346.99,3.2,EUR,65.86,RECEIVED
PO-01086,2,COMP-001,PLT-SEV-01,SUP-007,MAT-028,2025-11-09,2025-11-13,2025-11-13,199.93,3.52,EUR,92.12,RECEIVED
PO-01086,3,COMP-001,PLT-SEV-01,SUP-006,MAT-019,2026-01-03,2026-01-11,2026-01-11,206.75,29.55,EUR,147.0,RECEIVED
